,latitud,longitud,barrio,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price
158903,-34.5868832,-58.3904058,Recoleta,departamento,1,1,43,39,89000
285439,-34.6128739,-58.5161015,Villa Devoto,casa,6,3,190,140,330000
219929,-34.5444372,-58.4675699,Nuñez,departamento,1,1,77,66,69000
124727,-34.5628094,-58.4767578,Congreso,departamento,1,1,77,66,50000
162193,-34.6286134,-58.37209,Barracas,departamento,4,3,87,75,209000
326440,-34.5814358,-58.4992858,Villa Pueyrredón,departamento,3,2,100,66,175000
165019,-34.5561644,-58.465781,Nuñez,departamento,3,2,76,63,245000
398054,-34.5586465,-58.4636864,Belgrano,departamento,2,1,37,35,85000
459303,-34.5914309,-58.3780509,Retiro,departamento,4,3,176,160,530000
101108,-34.6124579,-58.5021514,Monte Castro,departamento,4,3,138,97,268000
107243,-34.5599198592,-58.4458866458,Belgrano,departamento,4,3,102,88,295000
75186,-34.5677167,-58.4343527,Palermo,departamento,5,3,166,150,480000
28065,-34.5952586,-58.4457606,Villa Crespo,departamento,3,2,60,58,145000
453833,-34.640748,-58.4958332,Villa Luro,departamento,1,1,37,35,78000
387485,-34.6114429,-58.5238645,Villa Devoto,casa,4,3,198,128,399000
441926,-34.5674374,-58.4728136,Coghlan,departamento,2,1,43,38,115000
358258,-34.5579942,-58.4761363,Coghlan,departamento,1,1,49,40,84900
400612,-34.604685,-58.48407,Villa del Parque,ph,3,2,86,67,179900
388601,-34.5620882881,-58.4435321,Belgrano,departamento,4,3,173,158,538000
327841,-34.614104,-58.3939154,Balvanera,departamento,3,2,66,60,99500
6310,-34.6049581,-58.3951505,Balvanera,departamento,2,1,35,32,56000
126678,-34.5921895713,-58.404974027,Recoleta,departamento,3,2,68,58,195000
229555,-34.6312551,-58.4812313,Floresta,ph,5,3,135,90,195000
12427,-34.6022826,-58.4665953,Paternal,departamento,2,1,39,37,75000
52015,-34.5986562,-58.4624952,Paternal,casa,5,4,240,117,180000
265068,-34.5435851,-58.4698254,Nuñez,departamento,2,1,80,64,256000
228273,-34.598281,-58.4821547,Villa del Parque,departamento,3,2,69,60,134000
237294,-34.6106772,-58.416986,Almagro,departamento,4,3,79,73,129000
296618,-34.5790294772,-58.4083406025,Palermo,departamento,2,1,30,30,130000
53855,-34.6093889788,-58.3938728614,Balvanera,departamento,3,2,72,62,119000
68443,-34.6271457,-58.4516935,Caballito,departamento,4,3,84,71,190000
383296,-34.5999070068,-58.4308740452,Villa Crespo,departamento,2,1,38,38,80000
86072,-34.614956,-58.4065327,Balvanera,departamento,3,2,41,41,82000
150830,-34.6200943042,-58.3881732691,San Cristobal,departamento,1,1,41,36,81900
449846,-34.5607246,-58.4729828,Coghlan,departamento,1,1,52,38,82000
220599,-34.5638958,-58.4594372,Belgrano,departamento,1,1,77,66,65000
327910,-34.6123336,-58.3762033,Monserrat,departamento,2,1,43,40,68000
333377,-34.6163124,-58.4865312,Villa Santa Rita,ph,4,3,120,74,140000
91976,-34.6022629,-58.4287095,Almagro,departamento,4,3,71,68,127000
12177,-34.5670537,-58.4382378,Palermo,departamento,2,1,50,47,147000
222716,-34.615468,-58.3836786,Monserrat,ph,3,2,75,65,110000
144767,-34.5906632,-58.4134515,Palermo,departamento,4,3,115,94,300000
159051,-34.5764589,-58.4512831,Colegiales,departamento,2,1,52,37,86000
39341,-34.539078,-58.470032,Nuñez,departamento,4,3,66,66,138000
23260,-34.574238,-58.4596071,Colegiales,departamento,3,2,62,59,149000
206182,-34.6175047776,-58.3927917489,Palermo,departamento,3,2,82,70,255000
307165,-34.6030857,-58.4132198,Caballito,departamento,2,1,38,38,69000
145903,-34.5960895,-58.4070363,Recoleta,departamento,4,3,80,80,199000
273659,-34.6436474,-58.3730683,Barracas,departamento,3,2,85,76,177000
274572,-34.5871904,-58.4076139,Palermo,departamento,3,2,59,55,137000
387083,-34.6117684,-58.374808,Monserrat,departamento,3,2,142,71,147000
92177,-34.5788817421,-58.4093177319,Palermo,departamento,2,1,32,32,110000
280159,-34.6520622,-58.4989084,Mataderos,casa,8,5,191,162,270000
139502,-34.6175552,-58.4083353,Balvanera,departamento,3,2,53,50,123000
425988,-34.5853278,-58.4408751,Palermo,departamento,1,1,36,32,93000
309972,-34.619543,-58.4627353,Flores,departamento,4,3,172,125,330000
393723,-34.6095242,-58.4947418,Villa del Parque,ph,5,2,130,100,215000
196733,-34.5869401,-58.499938,Villa Pueyrredón,departamento,1,1,53,48,95000
37375,-34.5771241,-58.475892,Villa Urquiza,casa,4,3,165,120,229000
208177,-34.5747031,-58.4378511,Palermo,departamento,3,2,87,78,390000
355707,-34.610106,-58.450785,Caballito,departamento,1,1,35,35,62900
86114,-34.6308689,-58.4480264,Caballito,casa,5,4,180,140,500000
355433,-34.5732156,-58.4383516,Palermo,departamento,2,1,33,30,109000
274552,-34.5820925,-58.4068226,Palermo,departamento,3,2,64,59,205000
55005,-34.590309,-58.436481,Palermo,departamento,2,1,55,55,135000
310162,-34.5823396,-58.4093405,Palermo,departamento,2,1,48,42,110000
366757,-34.6017655,-58.4057929,Balvanera,departamento,3,2,60,60,105000
227981,-34.5591079,-58.4629532,Belgrano,departamento,2,1,67,58,139000
124417,-34.60746086528392,-58.42192311764538,Almagro,departamento,2,1,77,66,49500
284884,-34.5951547,-58.4361617,Palermo,casa,4,3,160,160,349999
301113,-34.5541184,-58.4863723,Saavedra,departamento,3,2,95,60,129000
362415,-34.6022826,-58.4665953,Paternal,departamento,2,1,66,46,75000
287161,-34.5857117,-58.4405398,Palermo,departamento,1,1,33,30,95000
267868,-34.5507593,-58.4684478,Nuñez,departamento,4,3,82,79,175000
442,-34.5870715,-58.4268846,Palermo,departamento,3,2,52,52,139000
336244,-34.5868515,-58.3858414,Recoleta,departamento,3,2,108,108,345000
152363,-34.6223165,-58.5127723,Monte Castro,departamento,2,1,85,45,110000
257944,-34.5930964,-58.4057953,Barrio Norte,departamento,5,4,142,128,340000
68387,-34.5598208,-58.488858,Saavedra,departamento,3,2,72,72,179000
52582,-34.6378581,-58.5253597,Liniers,ph,3,2,59,51,78000
69478,-34.558116,-58.4706524,Coghlan,departamento,1,1,34,33,77000
70619,-34.6650358,-58.4745817,Villa Lugano,departamento,4,3,88,85,70000
433733,-34.6005596,-58.4233549,Almagro,departamento,3,2,62,52,120000
397730,-34.5774723,-58.4391531,Palermo,departamento,1,1,45,45,175000
168338,-34.6395648,-58.4969627,Villa Luro,departamento,3,2,54,54,105000
68260,-34.537978,-58.467016,Belgrano,ph,3,2,80,73,165000
273467,-34.62837346211121,-58.46330620692398,Flores,departamento,3,2,66,58,130200
382887,-34.5545188,-58.4915986,Saavedra,ph,3,2,102,70,260000
229620,-34.581424,-58.494013,Villa Urquiza,ph,4,2,114,114,145000
252948,-34.627096,-58.383825,Constitución,departamento,2,1,43,41,49900
3648,-34.5863093,-58.4111747,Palermo,departamento,3,2,97,80,415000
114947,-34.5577953,-58.4564182,Belgrano,departamento,4,3,90,80,300000
314759,-34.6176182,-58.4024024,San Cristobal,departamento,3,2,64,60,98000
238508,-34.6296109,-58.4519483,Caballito,departamento,2,1,62,55,195000
70012,-34.6318372,-58.4903513,Floresta,ph,4,3,174,121,270000
150672,-34.5885808,-58.391435,Recoleta,departamento,1,1,43,40,225000
336156,-34.5553638,-58.4583863,Belgrano,departamento,2,1,54,49,330000
51134,-34.6067384,-58.3894258,San Nicolás,departamento,3,2,76,75,122000
321972,-34.6221142,-58.4775383,Floresta,ph,3,2,109,53,110000
360390,-34.596365,-58.4082063,Barrio Norte,departamento,2,1,30,32,69000
206402,-34.6052061,-58.4630162,Paternal,departamento,2,1,52,43,34759
21014,-34.6308341,-58.4447347,Caballito,ph,5,4,192,140,360000
16920,-34.5549933,-58.461813,Belgrano,departamento,2,1,47,42,110000
206177,-34.577083,-58.430531,Palermo,departamento,4,3,78,73,199000
126125,-34.5783606569,-58.4321953921,Palermo,departamento,1,1,39,33,100000
183338,-34.62837346211121,-58.46330620692398,Flores,departamento,4,3,91,83,192300
322792,-34.5783067,-58.4027713,Palermo,departamento,3,2,95,90,475000
393593,-34.5638716,-58.4890365,Villa Urquiza,ph,3,2,89,75,185000
306789,-34.6033382,-58.4210262,Villa Crespo,departamento,3,2,70,70,130000
391421,-34.6016407,-58.4008021,Barrio Norte,departamento,6,5,191,183,260000
135266,-34.5943267,-58.3875391,Recoleta,departamento,4,3,108,108,280000
450386,-34.5846231,-58.413124,Palermo,departamento,4,3,163,143,420000
374304,-34.5693188,-58.4970736,Villa Urquiza,ph,2,1,45,45,128000
60110,-34.6529732,-58.509236,Mataderos,ph,3,2,54,47,68000
459569,-34.56223,-58.4434208,Belgrano,departamento,4,3,140,140,465000
87712,-34.5839503,-58.4463877,Abasto,departamento,1,1,77,66,53000
72707,-34.583688,-58.469951,Villa Ortuzar,departamento,4,3,73,64,116876
383225,-34.594459,-58.403861,Barrio Norte,departamento,1,1,77,66,75000
454782,-34.5916958,-58.4393405,Villa Crespo,departamento,2,1,37,35,70000
92705,-34.5982973,-58.3946837,Recoleta,departamento,3,2,135,130,280000
398754,-34.6199102,-58.4324971,Caballito,departamento,3,2,57,55,130000
177805,-34.5728758,-58.4315815,Palermo,departamento,3,2,80,70,285000
233004,-34.5881168,-58.4112022,Palermo,departamento,2,1,47,47,120000
441302,-34.6145141,-58.463482,Villa General Mitre,departamento,2,1,44,39,110000
264498,-34.6555008,-58.4980694,Villa Luro,departamento,1,1,41,31,44000
38256,-34.5736232,-58.4406972,Belgrano,departamento,2,1,145,76,280000
407985,-34.6338695,-58.4583455,Flores,departamento,3,2,69,63,145000
442649,-34.6231217,-58.4332674,Caballito,departamento,3,2,76,60,165000
108992,-34.6258341,-58.4066623,San Cristobal,departamento,3,2,64,62,125000
48013,-34.552225,-58.4657202,Nuñez,departamento,1,1,34,32,79900
222112,-34.5942865,-58.3808702,Recoleta,departamento,4,3,142,126,270000
277210,-34.5787934,-58.4355055,Palermo,departamento,1,1,77,66,89000
84075,-34.5943164,-58.393491,Recoleta,departamento,2,1,57,52,220000
95760,-34.6323297,-58.4877577,Floresta,casa,5,5,122,104,299000
28134,-34.5634483,-58.4951606,Villa Urquiza,departamento,2,1,54,51,128000
256768,-34.5610076,-58.4504228,Belgrano,departamento,4,3,185,159,580000
162259,-34.555086,-58.459669,Belgrano,departamento,1,1,39,35,75000
231495,-34.6109937,-58.3854736,Monserrat,ph,3,2,72,72,128000
212398,-34.548045841853735,-58.46547258653095,Nuñez,departamento,2,2,60,53,195000
356844,-34.6091333096,-58.4004688936,Balvanera,departamento,3,2,62,54,120000
174153,-34.5539334054,-58.4502293156,Belgrano,departamento,3,2,85,74,245000
162208,-34.563959,-58.4566959,Belgrano,departamento,1,1,77,66,84900
104004,-34.6077800593,-58.3872771265,San Nicolás,departamento,1,1,37,34,90400
17892,-34.6217565,-58.4444367,Caballito,departamento,1,1,48,45,103000
449058,-34.61717,-58.457078,Flores,departamento,4,3,201,86,254000
131746,-34.6152025,-58.4081963,Balvanera,departamento,4,3,78,76,160000
187723,-34.558456,-58.460441,Belgrano,departamento,2,1,53,47,169000
174512,-34.59846947667256,-58.44031156021076,Villa Crespo,departamento,2,1,35,33,95000
426109,-34.5844,-58.44279,Palermo,departamento,1,1,48,42,75000
41982,-34.5758966,-58.4835735,Villa Urquiza,departamento,3,2,64,60,94900
34603,-34.60002,-58.407448,Balvanera,departamento,2,1,35,34,79000
324330,-34.5653017,-58.4356616,Belgrano,departamento,3,2,89,89,249000
286288,-34.6024548441,-58.4578682,Villa General Mitre,ph,1,1,41,36,60000
295745,-34.616027,-58.401389,Balvanera,departamento,2,1,38,33,51900
360441,-34.6237933,-58.4022563,San Cristobal,departamento,1,1,36,36,50000
11080,-34.554451,-58.4864348,Saavedra,departamento,2,1,35,33,94000
107733,-34.6387459,-58.4794507,Floresta,ph,5,3,145,91,170000
448974,-34.6203801806,-58.4553605318,Flores,departamento,1,1,36,32,75000
48040,-34.5830391,-58.4143557,Palermo,departamento,2,1,50,46,178000
346936,-34.5377693,-58.4658577,Nuñez,departamento,4,3,120,120,320000
136560,-34.5854183,-58.4977946,Villa Pueyrredón,departamento,2,1,54,49,123000
423697,-34.6237219,-58.3859437,Constitución,departamento,1,1,77,66,35000
434451,-34.5958701,-58.4028154,Barrio Norte,departamento,4,3,110,105,270000
306347,-34.568985,-58.4450183,Belgrano,departamento,4,3,70,69,189000
361754,-34.575607,-58.420904,Palermo,departamento,3,1,61,53,330000
343798,-34.6196707,-58.4356226,Caballito,departamento,4,3,142,142,249000
253255,-34.6191808,-58.3990616,San Cristobal,ph,3,2,97,76,130000
92049,-34.5845428,-58.4163326,Palermo,departamento,2,1,35,33,95000
397634,-34.5893637,-58.4121799,Palermo,departamento,3,2,45,45,140000
414676,-34.5412501,-58.4729664,Nuñez,departamento,2,1,60,50,135000
362742,-34.5791632,-58.4557246,Colegiales,departamento,1,1,30,32,49500
371837,-34.6623352,-58.5034097,Mataderos,ph,3,2,101,54,119000
322940,-34.6292176667,-58.4813833237,Floresta,departamento,3,2,64,59,105000
376040,-34.5975804,-58.4900766,Villa del Parque,departamento,2,1,68,53,150000
225144,-34.6230586,-58.411833,San Cristobal,ph,3,2,52,52,78000
147199,-34.6209422,-58.4176377,Boedo,departamento,4,3,85,80,225000
3858,-34.5498701,-58.4843381,Saavedra,departamento,4,3,97,94,189000
50603,-34.5864483,-58.4400168,Palermo,departamento,2,1,52,42,124800
298784,-34.6210808,-58.4180783,Boedo,departamento,2,1,51,46,85000
316617,-34.5591801,-58.4590666,Belgrano,departamento,2,1,56,51,156000
215633,-34.5978062,-58.4063115,Barrio Norte,departamento,2,1,38,38,72000
144785,-34.6414505,-58.3728044,Barracas,departamento,4,3,68,59,80000
139484,-34.5443434,-58.484011,Saavedra,departamento,1,1,30,32,55300
62091,-34.5564603,-58.4594098,Belgrano,departamento,2,1,46,46,110000
182416,-34.5678761703,-58.4948595,Villa Urquiza,departamento,3,2,89,54,165000
333821,-34.5530871811,-58.4560427613,Nuñez,departamento,4,3,129,99,320000
262337,-34.5824408,-58.4722551,Villa Urquiza,departamento,2,1,44,37,100000
91951,-34.6013762996,-58.4304234558,Almagro,departamento,2,1,48,43,89900
58328,-34.598574,-58.439268,Villa Crespo,departamento,3,2,74,67,190000
137125,-34.5819099,-58.4493808,Palermo,departamento,3,2,82,77,261960
306705,-34.603076911200006,-58.38712500208308,Tribunales,departamento,1,1,34,34,59000
22826,-34.5830927,-58.4349582,Palermo,departamento,2,1,98,61,204000
200557,-34.5458668,-58.4666125,Nuñez,departamento,3,2,71,65,125000
65658,-34.5837725,-58.446417,Colegiales,departamento,2,1,56,50,170000
430758,-34.5926101,-58.4453283,Villa Crespo,departamento,2,1,48,42,80000
111284,-34.5989098,-58.3882438,Monserrat,departamento,4,3,90,80,259000
419664,-34.5775366,-58.4980712,Villa Pueyrredón,departamento,3,2,67,64,115000
267085,-34.5671676427,-58.4962534904,Villa Urquiza,ph,2,1,72,39,147000
325948,-34.586636,-58.439412,Palermo,departamento,1,1,36,32,72000
236871,-34.5887237,-58.5143642,Villa Devoto,ph,2,1,60,50,100000
355950,-34.606402,-58.430805,Parque Centenario,departamento,1,1,41,37,81000
362490,-34.5921735,-58.3922837,Recoleta,departamento,2,1,80,69,310000
316880,-34.6120807,-58.4515505,Caballito,ph,3,2,63,55,170000
76430,-34.6331001,-58.45522,Flores,departamento,3,2,80,51,120000
153309,-34.564785,-58.464517,Belgrano,departamento,2,1,42,42,64000
115446,-34.5987947555,-58.4476930878,Villa Crespo,ph,4,2,124,76,178000
265135,-34.5538129,-58.4496643,Belgrano,departamento,2,1,42,37,128000
277743,-34.6057491,-58.517613,Villa Devoto,departamento,3,2,81,73,129000
314611,-34.624851,-58.434546,Caballito,departamento,2,1,44,44,123900
143674,-34.5995297,-58.4846145,Villa del Parque,departamento,2,1,55,47,99000
447606,-34.563005,-58.453674,Belgrano,departamento,3,2,79,66,250000
25866,-34.58252506122768,-58.425474744127335,Palermo,departamento,2,1,62,58,145000
50548,-34.620095,-58.4102798,Boedo,departamento,2,1,35,35,58000
351408,-34.6280719,-58.3725882,Barracas,ph,2,1,37,37,78000
131760,-34.6227986,-58.4404107,Caballito,departamento,2,1,42,42,85000
160245,-34.5776875,-58.4609967,Colegiales,departamento,3,2,61,59,114500
56770,-34.6003435,-58.4023467,Balvanera,departamento,4,3,103,100,114000
406809,-34.6015017,-58.3928183,San Nicolás,departamento,1,1,35,30,89000
243463,-34.6016315,-58.4648809,Paternal,departamento,2,1,42,38,69900
415521,-34.6011593,-58.3981059,Balvanera,departamento,1,1,33,30,86000
452293,-34.585577,-58.397964,Recoleta,departamento,4,3,175,141,320000
315511,-34.6204736,-58.4385366,Caballito,departamento,2,1,40,39,79000
195138,-34.5372687,-58.4662132,Nuñez,departamento,3,2,90,83,360000
71519,-34.5732816,-58.4412621,Belgrano,departamento,2,1,54,37,177900
238921,-34.641356,-58.484902,Parque Avellaneda,ph,3,2,94,47,87000
326175,-34.5973005,-58.3903331,Recoleta,departamento,1,1,77,66,64000
381247,-34.576882,-58.43711,Palermo,departamento,4,3,75,75,169900
455364,-34.573547,-58.4743559,Villa Urquiza,departamento,2,1,62,51,128000
360013,-34.5628494,-58.4421001,Palermo,departamento,2,1,79,68,169000
332706,-34.5829642,-58.4047413,Recoleta,departamento,1,1,72,67,190000
219746,-34.5980783,-58.4103478,Barrio Norte,departamento,2,1,48,42,139440
449003,-34.6194465,-58.464043,Flores,departamento,2,1,46,39,84000
7296,-34.5502619,-58.4643807,Nuñez,departamento,4,3,85,78,240000
371230,-34.587415,-58.402871,Recoleta,departamento,4,3,115,110,498000
397210,-34.5463028502,-58.4827830441,Nuñez,departamento,3,2,136,76,291785
430337,-34.58854,-58.405848,Barrio Norte,departamento,3,2,59,56,159900
371527,-34.5945655,-58.4061963,Barrio Norte,departamento,1,1,77,66,64128
235376,-34.6208853,-58.3873771,Monserrat,departamento,1,1,41,36,55000
332298,-34.581128,-58.4150046,Palermo,departamento,2,1,52,49,165880
187939,-34.6045384,-58.4249555,Almagro,departamento,1,1,34,31,71482
455248,-34.6215267,-58.3912053,San Cristobal,departamento,1,1,41,35,65700
436444,-34.6173215,-58.4608556,Caballito,departamento,4,3,110,89,299000
370194,-34.5604366,-58.4635152,Belgrano,departamento,2,1,58,53,210000
358916,-34.591842,-58.407135,Barrio Norte,departamento,1,1,55,49,159999
363225,-34.6032075,-58.3895779,San Nicolás,departamento,2,1,49,49,100000
291758,-34.5975448,-58.402114,Recoleta,departamento,2,1,52,42,210000
333150,-34.5942125784,-58.4447852477,Villa Crespo,departamento,1,1,30,32,69000
101173,-34.5680334471,-58.4767717124,Villa Urquiza,departamento,3,2,74,63,193000
194369,-34.5904951,-58.394325,Recoleta,departamento,6,4,233,198,530000
434231,-34.5921089,-58.4074334,Recoleta,departamento,3,2,79,76,179000
29049,-34.5819428,-58.4938622,Villa Pueyrredón,departamento,2,1,46,43,110000
238049,-34.606444,-58.405277,Once,departamento,3,2,55,55,81000
254751,-34.6016612,-58.4654334,Villa Crespo,departamento,2,1,45,43,84000
346105,-34.562430705786525,-58.45480465588652,Belgrano,departamento,3,2,60,58,289000
152425,-34.5834829,-58.4742485,Villa Urquiza,departamento,3,2,79,70,198000
342006,-34.6029581,-58.4373896,Villa Crespo,departamento,4,3,128,116,321800
9645,-34.568497,-58.435242,Belgrano,departamento,2,1,56,47,189000
36477,-34.5878914789,-58.4248427061,Palermo,departamento,1,1,50,38,130000
277724,-34.5960517,-58.4277245,Villa Crespo,departamento,2,1,57,52,143000
243836,-34.6139869,-58.3617792,Puerto Madero,departamento,4,3,266,180,130000
303213,-34.5997742,-58.4329581,Villa Crespo,departamento,3,2,76,60,165000
398741,-34.6110025,-58.4141703,Balvanera,departamento,1,1,77,66,58000
174528,-34.5962497,-58.4401805,Villa Crespo,departamento,2,1,51,49,160000
103638,-34.6453975,-58.3683006,Barracas,departamento,3,2,52,49,125000
72144,-34.630327,-58.3678844,Boca,departamento,3,2,59,56,95000
399888,-34.5710038,-58.4803763,Villa Urquiza,departamento,4,3,90,74,179000
97748,-34.6107178,-58.4300013,Almagro,departamento,2,1,59,51,100000
375328,-34.5636463,-58.4831988,Coghlan,departamento,2,1,52,52,99000
135355,-34.620559,-58.461123,Caballito,departamento,4,3,125,102,250000
443883,-34.5702638,-58.4482104,Belgrano,departamento,1,1,77,66,75000
447507,-34.6126633,-58.4958262,Villa del Parque,departamento,2,1,31,31,69000
382643,-34.567992,-58.446859,Belgrano,departamento,4,3,157,153,510000
363447,-34.5694165,-58.4924376,Villa Urquiza,departamento,2,1,44,39,95000
434206,-34.5950159,-58.4039267,Recoleta,departamento,3,2,117,95,270000
